player,nationality,position,team,comp_level,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
Mateus Fernandes,POR,MF,Estoril,Primeira Liga,19,2004,24.8,1109.0,1381.0,80.3,20302.0,5985.0,481.0,554.0,86.8,465.0,544.0,85.5,134.0,216.0,62.0,2,2.8,3.6,-0.8,39.0,113.0,20.0,9.0,132.0
Mateus Fernandes,POR,FW,Sporting CP,Primeira Liga,19,2004,0.0,4.0,7.0,57.1,47.0,0.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Fernandes,POR,DF,Arouca,Primeira Liga,21,2002,8.3,379.0,420.0,90.2,6872.0,2498.0,144.0,151.0,95.4,204.0,214.0,95.3,30.0,45.0,66.7,0,0.1,0.1,-0.1,3.0,25.0,0.0,0.0,27.0
Roger Fernandes,GNB,"MF,FW",Braga,Primeira Liga,17,2005,7.5,206.0,283.0,72.8,3411.0,805.0,96.0,108.0,88.9,81.0,103.0,78.6,19.0,44.0,43.2,7,3.0,2.0,4.0,16.0,10.0,18.0,12.0,23.0
Rúben Fernandes,POR,DF,Gil Vicente FC,Primeira Liga,37,1986,29.0,1471.0,1733.0,84.9,31121.0,10653.0,329.0,377.0,87.3,951.0,1004.0,94.7,183.0,320.0,57.2,0,0.7,0.9,-0.7,7.0,73.0,4.0,0.0,87.0
Vasco Fernandes,POR,DF,Casa Pia,Primeira Liga,36,1986,10.0,359.0,441.0,81.4,6837.0,2823.0,139.0,157.0,88.5,176.0,195.0,90.3,41.0,76.0,53.9,0,0.1,0.1,-0.1,3.0,18.0,1.0,0.0,18.0
Vasco Fernandes,POR,DF,Chaves,Primeira Liga,36,1986,16.8,505.0,592.0,85.3,9612.0,4136.0,187.0,203.0,92.1,263.0,283.0,92.9,51.0,95.0,53.7,0,0.0,0.1,0.0,2.0,39.0,1.0,0.0,43.0
Fernando,BRA,"FW,MF",Casa Pia,Primeira Liga,30,1993,6.0,94.0,126.0,74.6,1320.0,256.0,59.0,70.0,84.3,31.0,35.0,88.6,2.0,7.0,28.6,0,0.1,0.2,-0.1,3.0,6.0,3.0,0.0,10.0
Filipe Ferreira,POR,DF,Boavista,Primeira Liga,32,1990,19.2,813.0,1051.0,77.4,14492.0,5395.0,347.0,389.0,89.2,384.0,463.0,82.9,73.0,161.0,45.3,1,0.7,0.6,0.3,10.0,60.0,7.0,3.0,63.0
Marcelo dos Santos Ferreira,BRA,DF,Moreirense,Primeira Liga,34,1989,26.0,1051.0,1259.0,83.5,22893.0,7561.0,244.0,274.0,89.1,655.0,718.0,91.2,146.0,247.0,59.1,1,0.3,0.4,0.7,2.0,45.0,1.0,0.0,55.0
Vitó Ferreira,POR,MF,Estrela,Primeira Liga,25,1997,6.4,200.0,290.0,69.0,3282.0,1080.0,107.0,129.0,82.9,65.0,89.0,73.0,24.0,51.0,47.1,0,0.2,0.4,-0.2,5.0,25.0,2.0,0.0,24.0
Gonçalo Filipe,POR,GK,Chaves,Primeira Liga,23,2000,1.0,13.0,27.0,48.1,668.0,628.0,1.0,1.0,100.0,1.0,1.0,100.0,11.0,25.0,44.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Diogo Fonseca,POR,DF,Estrela,Primeira Liga,21,2002,4.8,238.0,292.0,81.5,4413.0,1320.0,88.0,102.0,86.3,122.0,140.0,87.1,21.0,38.0,55.3,0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0
Tiago Fonseca Morais,POR,"FW,MF",Boavista,Primeira Liga,19,2003,15.3,286.0,443.0,64.6,4932.0,1803.0,128.0,178.0,71.9,115.0,158.0,72.8,32.0,68.0,47.1,2,2.8,1.9,-0.8,23.0,35.0,20.0,5.0,70.0
Théo Fonseca,FRA,FW,Famalicão,Primeira Liga,23,2000,7.2,81.0,124.0,65.3,1233.0,398.0,49.0,59.0,83.1,21.0,34.0,61.8,8.0,14.0,57.1,0,0.2,0.2,-0.2,3.0,7.0,1.0,1.0,11.0
José Fonte,POR,DF,Braga,Primeira Liga,39,1983,16.8,946.0,1089.0,86.9,18133.0,6824.0,319.0,349.0,91.4,520.0,554.0,93.9,92.0,155.0,59.4,0,0.8,0.3,-0.8,4.0,76.0,7.0,1.0,84.0
Hernâni Fortes,POR,FW,Rio Ave,Primeira Liga,31,1991,3.8,53.0,88.0,60.2,1139.0,483.0,23.0,27.0,85.2,12.0,25.0,48.0,17.0,31.0,54.8,1,0.9,0.9,0.1,12.0,3.0,7.0,6.0,4.0
André Franco,POR,"MF,FW",Porto,Primeira Liga,25,1998,4.9,218.0,276.0,79.0,3499.0,1120.0,113.0,126.0,89.7,79.0,90.0,87.8,20.0,44.0,45.5,1,1.8,1.9,-0.8,14.0,21.0,8.0,1.0,31.0
Gonçalo Franco,POR,MF,Moreirense,Primeira Liga,22,2000,30.2,893.0,1121.0,79.7,14888.0,4459.0,456.0,516.0,88.4,350.0,404.0,86.6,68.0,136.0,50.0,4,3.0,2.3,1.0,24.0,88.0,17.0,5.0,103.0
Afonso freitas,POR,"DF,MF",Vitória,Primeira Liga,23,2000,8.1,191.0,281.0,68.0,3312.0,1384.0,89.0,111.0,80.2,79.0,111.0,71.2,17.0,39.0,43.6,0,0.4,0.3,-0.4,9.0,13.0,7.0,4.0,18.0
Iván Fresneda,ESP,"MF,DF",Sporting CP,Primeira Liga,18,2004,0.4,19.0,25.0,76.0,270.0,46.0,12.0,14.0,85.7,7.0,8.0,87.5,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Godfried Frimpong,NED,DF,Moreirense,Primeira Liga,24,1999,22.4,842.0,1157.0,72.8,13754.0,5938.0,435.0,502.0,86.7,323.0,418.0,77.3,67.0,170.0,39.4,2,1.6,1.7,0.4,20.0,61.0,10.0,7.0,75.0
Kanya Fujimoto,JPN,MF,Gil Vicente FC,Primeira Liga,24,1999,22.2,639.0,837.0,76.3,9348.0,2492.0,352.0,429.0,82.1,219.0,263.0,83.3,33.0,60.0,55.0,6,3.1,3.3,2.9,25.0,54.0,20.0,0.0,103.0
Taichi Fukui,JPN,MF,Portimonense,Primeira Liga,19,2004,6.6,125.0,173.0,72.3,2172.0,663.0,57.0,66.0,86.4,48.0,60.0,80.0,13.0,32.0,40.6,1,0.7,0.4,0.3,6.0,25.0,2.0,1.0,24.0
Galeno,BRA,"FW,MF",Porto,Primeira Liga,25,1997,24.9,658.0,893.0,73.7,10297.0,2401.0,340.0,400.0,85.0,275.0,347.0,79.3,28.0,72.0,38.9,7,5.3,5.8,1.7,47.0,22.0,33.0,2.0,66.0
Nino Galović,CRO,DF,Arouca,Primeira Liga,31,1992,16.0,790.0,881.0,89.7,15855.0,5142.0,228.0,243.0,93.8,469.0,490.0,95.7,88.0,130.0,67.7,1,0.5,0.2,0.5,2.0,33.0,1.0,0.0,41.0
Fabrício Garcia,CPV,"FW,MF",Estoril,Primeira Liga,22,2001,3.7,50.0,65.0,76.9,752.0,176.0,29.0,37.0,78.4,13.0,16.0,81.3,4.0,5.0,80.0,0,0.1,0.1,-0.1,3.0,5.0,2.0,0.0,6.0
Gaspar,ANG,DF,Estrela,Primeira Liga,25,1997,26.1,1245.0,1507.0,82.6,24333.0,9814.0,421.0,480.0,87.7,656.0,742.0,88.4,153.0,245.0,62.4,0,0.6,1.3,-0.6,5.0,69.0,4.0,3.0,86.0
Bruno Gaspar,ANG,"MF,DF",Vitória,Primeira Liga,30,1993,25.4,983.0,1365.0,72.0,16274.0,7432.0,504.0,591.0,85.3,364.0,497.0,73.2,84.0,179.0,46.9,3,2.2,3.9,0.8,31.0,63.0,44.0,28.0,91.0
Mory Gbane,CIV,MF,Gil Vicente FC,Primeira Liga,22,2000,21.2,691.0,873.0,79.2,12653.0,3426.0,260.0,319.0,81.5,364.0,423.0,86.1,56.0,88.0,63.6,0,0.2,0.6,-0.2,6.0,52.0,3.0,0.0,73.0
André Geraldes,POR,"MF,DF",Casa Pia,Primeira Liga,32,1991,6.7,213.0,294.0,72.4,3593.0,1484.0,102.0,125.0,81.6,91.0,117.0,77.8,14.0,37.0,37.8,0,0.0,0.1,0.0,2.0,11.0,0.0,0.0,15.0
Saviour Godwin,NGA,"FW,MF",Casa Pia,Primeira Liga,26,1996,3.8,44.0,80.0,55.0,656.0,239.0,27.0,36.0,75.0,15.0,29.0,51.7,2.0,9.0,22.2,0,0.1,0.1,-0.1,1.0,4.0,3.0,1.0,8.0
Eulânio Ângelo Chipela Gomes,GNB,MF,Estrela,Primeira Liga,29,1994,6.5,180.0,241.0,74.7,2604.0,878.0,104.0,120.0,86.7,63.0,80.0,78.8,5.0,20.0,25.0,1,0.8,0.5,0.2,7.0,5.0,7.0,2.0,20.0
Rodrigo Gomes,POR,"MF,DF",Estoril,Primeira Liga,20,2003,27.2,613.0,858.0,71.4,9805.0,2947.0,306.0,375.0,81.6,258.0,335.0,77.0,31.0,77.0,40.3,7,3.1,3.2,3.9,35.0,41.0,20.0,5.0,67.0
Vítor Gomes,POR,MF,Rio Ave,Primeira Liga,35,1987,3.6,146.0,187.0,78.1,2643.0,909.0,55.0,66.0,83.3,72.0,82.0,87.8,15.0,30.0,50.0,0,0.5,0.4,-0.5,1.0,20.0,1.0,0.0,17.0
Victor Gomez,ESP,DF,Braga,Primeira Liga,23,2000,22.6,1071.0,1360.0,78.8,19251.0,7049.0,434.0,502.0,86.5,505.0,588.0,85.9,113.0,205.0,55.1,2,4.8,3.7,-2.8,37.0,108.0,54.0,27.0,145.0
Nuno Gonçalo Moreira,POR,"FW,MF",Casa Pia,Primeira Liga,24,1999,11.3,303.0,399.0,75.9,4725.0,1456.0,150.0,176.0,85.2,110.0,132.0,83.3,24.0,48.0,50.0,1,1.2,1.1,-0.2,19.0,31.0,15.0,4.0,61.0
Nuno Gonçalo Moreira,POR,"FW,MF",Vizela,Primeira Liga,24,1999,10.7,226.0,331.0,68.3,3656.0,1323.0,119.0,147.0,81.0,68.0,101.0,67.3,28.0,60.0,46.7,2,2.4,2.1,-0.4,23.0,30.0,16.0,4.0,52.0
João Gonçalves,POR,GK,Boavista,Primeira Liga,22,2000,34.0,622.0,934.0,66.6,17824.0,13063.0,134.0,134.0,100.0,276.0,282.0,97.9,208.0,510.0,40.8,0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0
Jota Gonçalves,POR,DF,Vizela,Primeira Liga,23,2000,16.1,804.0,949.0,84.7,13861.0,5808.0,346.0,373.0,92.8,388.0,434.0,89.4,56.0,105.0,53.3,0,0.1,0.4,-0.1,3.0,67.0,1.0,0.0,62.0
Pedro Gonçalves,POR,"FW,MF",Sporting CP,Primeira Liga,25,1998,28.6,917.0,1241.0,73.9,14650.0,4861.0,514.0,577.0,89.1,264.0,354.0,74.6,91.0,190.0,47.9,12,9.4,8.5,2.6,63.0,89.0,47.0,8.0,153.0
Vítor Gonçalves,POR,MF,Farense,Primeira Liga,31,1992,7.7,193.0,262.0,73.7,3447.0,860.0,83.0,95.0,87.4,85.0,116.0,73.3,21.0,36.0,58.3,0,0.7,1.1,-0.7,7.0,19.0,7.0,4.0,29.0
Cristo González,ESP,"FW,MF",Arouca,Primeira Liga,25,1997,30.9,680.0,921.0,73.8,10008.0,2723.0,385.0,449.0,85.7,234.0,307.0,76.2,31.0,64.0,48.4,9,6.9,5.2,2.1,52.0,76.0,42.0,6.0,134.0
Nicolás González,ESP,MF,Porto,Primeira Liga,21,2002,18.9,1002.0,1131.0,88.6,16054.0,4206.0,519.0,567.0,91.5,410.0,445.0,92.1,56.0,75.0,74.7,1,1.3,2.3,-0.3,21.0,116.0,16.0,1.0,137.0
Tiago Gouveia,POR,FW,Benfica,Primeira Liga,22,2001,6.0,193.0,239.0,80.8,2829.0,808.0,121.0,138.0,87.7,56.0,73.0,76.7,11.0,16.0,68.8,3,2.2,1.5,0.8,11.0,12.0,11.0,0.0,25.0
João Graça,POR,MF,Rio Ave,Primeira Liga,28,1995,13.3,488.0,606.0,80.5,8072.0,2052.0,232.0,262.0,88.5,197.0,226.0,87.2,42.0,74.0,56.8,0,0.4,1.2,-0.4,14.0,46.0,16.0,1.0,72.0
Marko Grujić,SRB,MF,Porto,Primeira Liga,27,1996,3.2,175.0,214.0,81.8,3322.0,1017.0,72.0,85.0,84.7,80.0,91.0,87.9,20.0,29.0,69.0,1,0.8,0.4,0.2,5.0,25.0,2.0,0.0,36.0
Gonçalo Guedes,POR,"FW,MF",Benfica,Primeira Liga,26,1996,1.4,61.0,82.0,74.4,850.0,165.0,40.0,51.0,78.4,17.0,22.0,77.3,3.0,4.0,75.0,0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,5.0
Guga,POR,"DF,MF",Portimonense,Primeira Liga,19,2003,17.0,405.0,561.0,72.2,6376.0,2268.0,217.0,266.0,81.6,153.0,199.0,76.9,23.0,58.0,39.7,1,1.2,0.8,-0.2,9.0,16.0,10.0,7.0,20.0
Ricardo Guimarães,MOZ,MF,Chaves,Primeira Liga,27,1995,13.9,462.0,567.0,81.5,8261.0,1991.0,185.0,212.0,87.3,221.0,252.0,87.7,43.0,76.0,56.6,1,0.7,0.6,0.3,10.0,30.0,6.0,1.0,40.0
Rafik Guitane,FRA,"FW,MF",Estoril,Primeira Liga,24,1999,30.1,809.0,1060.0,76.3,12613.0,3236.0,444.0,518.0,85.7,292.0,378.0,77.2,50.0,92.0,54.3,3,5.6,5.2,-2.6,59.0,83.0,51.0,7.0,129.0
Raphael Guzzo,POR,"MF,FW",Chaves,Primeira Liga,28,1995,13.2,449.0,572.0,78.5,6594.0,2201.0,240.0,265.0,90.6,157.0,192.0,81.8,22.0,55.0,40.0,0,0.9,1.7,-0.9,13.0,34.0,13.0,3.0,54.0
Viktor Gyökeres,SWE,FW,Sporting CP,Primeira Liga,25,1998,32.4,578.0,806.0,71.7,6938.0,1036.0,397.0,496.0,80.0,128.0,187.0,68.4,14.0,32.0,43.8,10,7.7,6.1,2.3,54.0,27.0,19.0,2.0,51.0
Justin de Haas,NED,DF,Famalicão,Primeira Liga,23,2000,17.8,862.0,1007.0,85.6,18124.0,7206.0,268.0,288.0,93.1,452.0,496.0,91.1,139.0,209.0,66.5,0,0.1,0.2,-0.1,1.0,38.0,5.0,1.0,39.0
Yanis Hamache,ALG,DF,Arouca,Primeira Liga,24,1999,0.5,30.0,36.0,83.3,499.0,131.0,11.0,13.0,84.6,17.0,19.0,89.5,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0
Tomás Händel,POR,MF,Vitória,Primeira Liga,22,2000,28.0,1089.0,1293.0,84.2,17913.0,5039.0,544.0,603.0,90.2,443.0,496.0,89.3,75.0,133.0,56.4,1,1.4,2.0,-0.4,30.0,125.0,20.0,3.0,145.0
Héctor,ESP,FW,Chaves,Primeira Liga,27,1995,28.8,434.0,557.0,77.9,5754.0,852.0,282.0,345.0,81.7,109.0,127.0,85.8,18.0,19.0,94.7,1,0.6,0.5,0.4,9.0,29.0,4.0,0.0,46.0
Gustavo Henrique,BRA,"DF,MF",Estrela,Primeira Liga,24,1999,1.4,33.0,45.0,73.3,464.0,111.0,17.0,20.0,85.0,13.0,18.0,72.2,1.0,3.0,33.3,0,0.3,0.2,-0.3,3.0,3.0,2.0,1.0,5.0
Morten Hjulmand,DEN,MF,Sporting CP,Primeira Liga,24,1999,24.3,1213.0,1412.0,85.9,18173.0,4616.0,702.0,764.0,91.9,435.0,496.0,87.7,52.0,91.0,57.1,2,1.6,1.4,0.4,22.0,112.0,13.0,0.0,104.0
Jordan Holsgrove,SCO,MF,Estoril,Primeira Liga,23,1999,13.0,845.0,973.0,86.8,15496.0,4357.0,343.0,367.0,93.5,376.0,403.0,93.3,98.0,158.0,62.0,2,1.2,1.0,0.8,12.0,78.0,6.0,0.0,87.0
André Horta,POR,MF,Braga,Primeira Liga,26,1996,6.1,468.0,546.0,85.7,8441.0,2415.0,218.0,226.0,96.5,192.0,216.0,88.9,50.0,90.0,55.6,1,1.0,1.2,0.0,13.0,75.0,13.0,2.0,79.0
Ricardo Horta,POR,"FW,MF",Braga,Primeira Liga,28,1994,26.0,891.0,1113.0,80.1,13512.0,3508.0,493.0,550.0,89.6,292.0,364.0,80.2,65.0,111.0,58.6,4,7.2,5.2,-3.2,52.0,70.0,38.0,10.0,138.0
André Inácio,BRA,"FW,MF",Estrela,Primeira Liga,21,2002,13.3,182.0,273.0,66.7,2791.0,583.0,103.0,127.0,81.1,57.0,79.0,72.2,16.0,35.0,45.7,0,0.8,0.6,-0.8,9.0,14.0,10.0,3.0,25.0
Gonçalo Inácio,POR,DF,Sporting CP,Primeira Liga,21,2001,27.6,2162.0,2427.0,89.1,38601.0,15278.0,906.0,962.0,94.2,1054.0,1121.0,94.0,173.0,282.0,61.3,0,0.3,1.6,-0.3,6.0,258.0,14.0,1.0,236.0
Hernani Infande,POR,"FW,MF",Moreirense,Primeira Liga,22,2001,0.9,25.0,30.0,83.3,342.0,61.0,16.0,17.0,94.1,8.0,9.0,88.9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Fabrício Isidoro,BRA,MF,Farense,Primeira Liga,31,1992,18.5,557.0,691.0,80.6,9995.0,2409.0,231.0,272.0,84.9,255.0,298.0,85.6,55.0,84.0,65.5,1,1.1,0.7,-0.1,14.0,59.0,10.0,4.0,76.0
Franco Israel,URU,GK,Sporting CP,Primeira Liga,23,2000,10.0,201.0,235.0,85.5,4623.0,3059.0,38.0,38.0,100.0,136.0,138.0,98.6,27.0,58.0,46.6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Abass Issah,GHA,"MF,FW",Chaves,Primeira Liga,24,1998,3.4,64.0,86.0,74.4,1075.0,298.0,25.0,26.0,96.2,30.0,40.0,75.0,5.0,13.0,38.5,2,0.7,0.7,1.3,4.0,5.0,7.0,4.0,9.0
Léo Jabá,BRA,"FW,MF",Estrela,Primeira Liga,24,1998,24.7,383.0,615.0,62.3,6391.0,2016.0,194.0,245.0,79.2,133.0,197.0,67.5,37.0,92.0,40.2,4,6.2,5.1,-2.2,43.0,34.0,34.0,15.0,66.0
Ivan Jaime Pajuelo,ESP,"MF,FW",Porto,Primeira Liga,22,2000,6.3,250.0,319.0,78.4,4158.0,957.0,125.0,138.0,90.6,92.0,112.0,82.1,26.0,52.0,50.0,0,0.6,1.0,-0.6,12.0,24.0,7.0,2.0,32.0
Jajá,BRA,"FW,MF",Casa Pia,Primeira Liga,22,2001,4.8,69.0,122.0,56.6,1036.0,386.0,34.0,50.0,68.0,28.0,46.0,60.9,3.0,7.0,42.9,0,0.4,0.3,-0.4,2.0,8.0,2.0,0.0,15.0
Jardel,GNB,"FW,MF",Vizela,Primeira Liga,25,1997,2.1,52.0,69.0,75.4,808.0,259.0,25.0,32.0,78.1,18.0,22.0,81.8,5.0,7.0,71.4,1,0.7,0.9,0.3,5.0,6.0,4.0,0.0,12.0
Jason,ESP,"FW,MF",Arouca,Primeira Liga,29,1994,28.5,603.0,920.0,65.5,10160.0,3378.0,298.0,375.0,79.5,225.0,327.0,68.8,57.0,132.0,43.2,5,5.9,4.7,-0.9,50.0,48.0,39.0,9.0,96.0
Sylvester Jasper,BUL,"FW,MF",Portimonense,Primeira Liga,21,2001,18.6,319.0,452.0,70.6,4642.0,1100.0,176.0,208.0,84.6,107.0,151.0,70.9,16.0,39.0,41.0,2,2.0,1.5,0.0,12.0,20.0,16.0,8.0,37.0
Anderson Jesus,BRA,DF,Vizela,Primeira Liga,28,1995,27.7,965.0,1132.0,85.2,18498.0,7845.0,355.0,382.0,92.9,504.0,551.0,91.5,97.0,173.0,56.1,0,0.4,0.2,-0.4,3.0,58.0,1.0,0.0,54.0
Jhonatan,BRA,GK,Rio Ave,Primeira Liga,32,1991,26.0,716.0,952.0,75.2,19550.0,14258.0,135.0,136.0,99.3,320.0,327.0,97.9,249.0,472.0,52.8,0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,2.0
Jo,BRA,"FW,MF",Chaves,Primeira Liga,28,1995,11.3,107.0,187.0,57.2,1356.0,190.0,61.0,100.0,61.0,33.0,51.0,64.7,2.0,6.0,33.3,2,1.2,0.7,0.8,8.0,6.0,0.0,0.0,6.0
Joca,POR,"FW,MF",Rio Ave,Primeira Liga,27,1996,19.0,373.0,540.0,69.1,6699.0,2077.0,166.0,207.0,80.2,136.0,179.0,76.0,52.0,98.0,53.1,2,1.7,1.6,0.3,13.0,50.0,18.0,5.0,79.0
Nemanja Jović,SRB,MF,Estoril,Primeira Liga,20,2002,0.2,2.0,3.0,66.7,26.0,1.0,1.0,1.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luiz Lúcio Reis Júnior,BRA,GK,Famalicão,Primeira Liga,22,2001,33.0,867.0,1144.0,75.8,24694.0,17014.0,136.0,136.0,100.0,445.0,452.0,98.5,281.0,547.0,51.4,0,0.1,0.1,-0.1,2.0,15.0,0.0,0.0,0.0
David Jurásek,CZE,DF,Benfica,Primeira Liga,22,2000,2.9,149.0,188.0,79.3,2313.0,772.0,70.0,74.0,94.6,72.0,86.0,83.7,5.0,18.0,27.8,0,0.7,1.5,-0.7,7.0,3.0,8.0,4.0,9.0
Samuel Justo,POR,MF,Casa Pia,Primeira Liga,19,2004,6.7,233.0,291.0,80.1,3653.0,994.0,114.0,127.0,89.8,91.0,108.0,84.3,15.0,30.0,50.0,1,0.4,0.2,0.6,8.0,21.0,1.0,1.0,22.0
Kaio,BRA,FW,Vitória,Primeira Liga,19,2004,4.7,75.0,117.0,64.1,1109.0,341.0,44.0,54.0,81.5,19.0,28.0,67.9,7.0,14.0,50.0,0,0.1,0.2,-0.1,3.0,7.0,6.0,4.0,14.0
Kazu,BRA,"DF,FW",Gil Vicente FC,Primeira Liga,23,2000,0.6,36.0,50.0,72.0,670.0,253.0,13.0,16.0,81.3,20.0,23.0,87.0,3.0,10.0,30.0,0,0.1,0.0,-0.1,2.0,3.0,1.0,0.0,5.0
Keliano,ANG,MF,Estrela,Primeira Liga,20,2003,1.3,27.0,37.0,73.0,468.0,109.0,15.0,16.0,93.8,10.0,15.0,66.7,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0
Kewin,BRA,GK,Moreirense,Primeira Liga,27,1995,29.8,819.0,1133.0,72.3,23717.0,17102.0,153.0,154.0,99.4,372.0,377.0,98.7,291.0,592.0,49.2,0,0.0,0.1,0.0,0.0,18.0,1.0,0.0,0.0
Kikas,POR,"FW,MF",Estrela,Primeira Liga,24,1998,17.3,211.0,343.0,61.5,3658.0,862.0,101.0,141.0,71.6,73.0,106.0,68.9,28.0,55.0,50.9,1,2.0,1.5,-1.0,22.0,15.0,13.0,3.0,27.0
Francisco Kiki,POR,MF,Casa Pia,Primeira Liga,25,1998,0.1,4.0,4.0,100.0,45.0,4.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kobamelo Kodisang,RSA,FW,Moreirense,Primeira Liga,23,1999,18.0,254.0,373.0,68.1,4082.0,1115.0,129.0,159.0,81.1,95.0,136.0,69.9,19.0,36.0,52.8,3,2.5,1.7,0.5,25.0,17.0,20.0,10.0,34.0
Koba Koindredi,FRA,MF,Estoril,Primeira Liga,21,2001,6.3,216.0,272.0,79.4,3743.0,963.0,101.0,115.0,87.8,91.0,104.0,87.5,21.0,38.0,55.3,0,0.3,0.2,-0.3,9.0,16.0,4.0,0.0,27.0
Koba Koindredi,FRA,MF,Sporting CP,Primeira Liga,21,2001,0.4,16.0,18.0,88.9,245.0,34.0,8.0,9.0,88.9,8.0,8.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Orkun Kökçü,TUR,MF,Benfica,Primeira Liga,22,2000,19.8,1129.0,1371.0,82.3,19727.0,6251.0,536.0,593.0,90.4,425.0,501.0,84.8,135.0,200.0,67.5,8,5.6,3.3,2.4,52.0,168.0,37.0,5.0,198.0
Eboue Kouassi,CIV,MF,Arouca,Primeira Liga,25,1997,15.0,692.0,796.0,86.9,11846.0,3323.0,321.0,361.0,88.9,292.0,318.0,91.8,62.0,88.0,70.5,0,0.4,0.8,-0.4,10.0,51.0,7.0,0.0,58.0
Kevin Krygård,NOR,"MF,DF",Casa Pia,Primeira Liga,23,2000,0.7,31.0,36.0,86.1,493.0,166.0,16.0,19.0,84.2,13.0,15.0,86.7,1.0,1.0,100.0,0,0.0,0.1,0.0,0.0,5.0,0.0,0.0,4.0
Matías Lacava,VEN,"FW,MF",Vizela,Primeira Liga,20,2002,14.8,271.0,364.0,74.5,3642.0,955.0,158.0,182.0,86.8,80.0,107.0,74.8,9.0,25.0,36.0,4,3.4,3.3,0.6,19.0,12.0,21.0,6.0,33.0
Tom Lacoux,FRA,MF,Famalicão,Primeira Liga,21,2002,4.0,160.0,198.0,80.8,3085.0,663.0,54.0,67.0,80.6,83.0,89.0,93.3,22.0,30.0,73.3,0,0.0,0.1,0.0,1.0,12.0,0.0,0.0,9.0
André Lacximicant,POR,"FW,MF",Casa Pia,Primeira Liga,22,2001,2.4,29.0,41.0,70.7,444.0,117.0,17.0,22.0,77.3,9.0,11.0,81.8,2.0,6.0,33.3,1,0.4,0.5,0.6,3.0,3.0,1.0,0.0,4.0
Rúben Lameiras,POR,"FW,MF",Casa Pia,Primeira Liga,28,1994,6.1,143.0,200.0,71.5,2338.0,834.0,73.0,87.0,83.9,54.0,65.0,83.1,12.0,30.0,40.0,1,1.3,1.0,-0.3,8.0,23.0,5.0,0.0,25.0
Rúben Lameiras,POR,"FW,MF",Chaves,Primeira Liga,28,1994,2.3,42.0,59.0,71.2,637.0,185.0,22.0,27.0,81.5,12.0,15.0,80.0,4.0,12.0,33.3,0,0.2,0.1,-0.2,3.0,5.0,1.0,0.0,7.0
Bruno Langa,MOZ,"DF,MF",Chaves,Primeira Liga,25,1997,11.9,407.0,591.0,68.9,7429.0,3689.0,188.0,223.0,84.3,171.0,235.0,72.8,42.0,98.0,42.9,0,0.8,1.0,-0.8,10.0,44.0,15.0,8.0,64.0
Larra,ESP,"DF,MF",Casa Pia,Primeira Liga,25,1997,27.9,933.0,1250.0,74.6,15322.0,5611.0,482.0,540.0,89.3,367.0,477.0,76.9,69.0,172.0,40.1,1,2.1,1.9,-1.1,25.0,57.0,18.0,9.0,83.0
Yusuf Lawal,NGA,"FW,MF",Arouca,Primeira Liga,25,1998,2.6,84.0,103.0,81.6,1106.0,276.0,51.0,55.0,92.7,23.0,28.0,82.1,5.0,6.0,83.3,1,0.4,0.3,0.6,9.0,4.0,4.0,2.0,5.0
Orest Lebedenko,UKR,DF,Vizela,Primeira Liga,24,1998,16.1,551.0,727.0,75.8,9076.0,3241.0,281.0,321.0,87.5,215.0,260.0,82.7,44.0,100.0,44.0,1,1.2,1.2,-0.2,11.0,35.0,9.0,4.0,37.0
Daniel Leite,POR,GK,Estoril,Primeira Liga,25,1998,12.0,251.0,325.0,77.2,6110.0,4080.0,55.0,55.0,100.0,132.0,135.0,97.8,63.0,133.0,47.4,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
