player,nationality,position,team,comp_level,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Yangel Herrera,VEN,MF,Girona,La Liga,25,1998,23.4,9,0,0,65,62,2,29,24,37,1.0,0.0,0,125.0,61.0,44.0,58.1
Patrick Herrmann,GER,"FW,DF",Gladbach,Bundesliga,32,1991,1.0,1,0,0,3,2,0,5,1,4,0.0,0.0,0,6.0,1.0,1.0,50.0
Juan Herzog,ESP,DF,Las Palmas,La Liga,20,2003,3.2,1,0,0,1,1,0,0,2,5,0.0,0.0,0,13.0,4.0,3.0,57.1
Son Heung-min,KOR,FW,Tottenham,Premier League,31,1992,32.6,1,0,0,12,39,20,36,8,13,1.0,1.0,1,80.0,5.0,16.0,23.8
Aaron Hickey,SCO,DF,Brentford,Premier League,21,2002,7.9,5,0,0,10,16,0,5,3,9,0.0,0.0,0,42.0,1.0,9.0,10.0
Isak Hien,SWE,DF,Hellas Verona,Serie A,24,1999,9.6,1,1,0,11,2,0,0,7,10,0.0,0.0,0,66.0,34.0,24.0,58.6
Isak Hien,SWE,DF,Atalanta,Serie A,24,1999,10.4,3,0,0,18,9,2,0,14,12,0.0,0.0,0,60.0,36.0,15.0,70.6
James Hill,ENG,DF,Bournemouth,Premier League,21,2002,0.8,0,0,0,1,0,0,0,3,2,0.0,0.0,0,7.0,4.0,1.0,80.0
Piero Hincapié,ECU,DF,Leverkusen,Bundesliga,21,2002,16.5,2,0,0,16,11,0,8,13,22,0.0,0.0,0,78.0,36.0,27.0,57.1
Jack Hinshelwood,ENG,DF,Brighton,Premier League,18,2005,9.7,1,0,0,11,3,1,10,14,5,0.0,1.0,0,33.0,7.0,8.0,46.7
Adam Hložek,CZE,"MF,FW",Leverkusen,Bundesliga,21,2002,5.1,1,0,0,8,7,1,0,2,4,0.0,0.0,0,20.0,8.0,10.0,44.4
Nicolas Höfler,GER,MF,Freiburg,Bundesliga,33,1990,25.9,10,1,0,29,31,0,2,31,40,0.0,0.0,0,152.0,49.0,48.0,50.5
Jonas Hofmann,GER,MF,Leverkusen,Bundesliga,31,1992,24.5,3,0,0,14,19,13,126,8,14,2.0,0.0,0,77.0,2.0,8.0,20.0
Philipp Hofmann,GER,FW,Bochum,Bundesliga,30,1993,17.5,1,0,0,20,26,4,3,4,5,0.0,0.0,0,44.0,111.0,94.0,54.1
Lucas Höler,GER,"FW,MF",Freiburg,Bundesliga,29,1994,25.6,7,0,0,25,48,7,12,15,24,2.0,0.0,0,104.0,80.0,102.0,44.0
Mason Holgate,ENG,DF,Sheffield Utd,Premier League,26,1996,7.9,3,1,0,8,4,0,7,11,7,0.0,1.0,0,30.0,9.0,7.0,56.3
Fabian Holland,GER,"MF,DF",Darmstadt 98,Bundesliga,33,1990,20.4,4,1,0,34,33,1,26,24,26,0.0,0.0,0,103.0,9.0,24.0,27.3
Benedict Hollerbach,GER,"FW,MF",Union Berlin,Bundesliga,22,2001,14.2,2,0,0,29,20,4,44,4,11,0.0,0.0,0,59.0,19.0,38.0,33.3
Emil Holm,SWE,DF,Atalanta,Serie A,23,2000,10.5,5,0,0,14,21,1,35,7,19,2.0,0.0,0,57.0,28.0,24.0,53.8
Gerrit Holtmann,PHI,"MF,FW",Darmstadt 98,Bundesliga,28,1995,4.4,1,0,0,8,2,0,12,2,5,0.0,0.0,0,31.0,5.0,7.0,41.7
Martin Hongla,CMR,MF,Hellas Verona,Serie A,25,1998,12.0,0,0,0,6,6,1,4,7,13,0.0,0.0,0,79.0,9.0,10.0,47.4
Martin Hongla,CMR,"MF,DF",Granada,La Liga,25,1998,6.2,0,0,0,7,1,0,2,6,3,0.0,0.0,0,37.0,3.0,12.0,20.0
Franck Honorat,FRA,"DF,FW",Gladbach,Bundesliga,26,1996,26.1,1,0,0,9,14,6,236,9,13,0.0,0.0,0,138.0,17.0,19.0,47.2
Mathias Honsak,AUT,"FW,MF",Darmstadt 98,Bundesliga,26,1996,11.3,1,0,0,14,12,3,11,8,7,0.0,0.0,0,32.0,15.0,24.0,38.5
Sydney van Hooijdonk,NED,FW,Bologna,Serie A,23,2000,2.4,0,0,0,6,2,1,1,1,0,0.0,0.0,0,3.0,5.0,12.0,29.4
Fraser Hornby,SCO,"FW,MF",Darmstadt 98,Bundesliga,23,1999,2.4,1,0,0,5,1,1,4,0,0,0.0,0.0,0,8.0,11.0,13.0,45.8
Lukáš Hrádecký,FIN,GK,Leverkusen,Bundesliga,33,1989,33.0,2,0,0,0,1,0,0,0,0,0.0,0.0,0,51.0,8.0,1.0,88.9
Xabier Huarte Armendáriz,ESP,MF,Osasuna,La Liga,22,2001,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Timo Hübers,GER,DF,Köln,Bundesliga,27,1996,30.9,6,0,0,44,25,1,3,63,47,1.0,0.0,0,211.0,99.0,49.0,66.9
Callum Hudson-Odoi,ENG,"FW,MF",Nott'ham Forest,Premier League,22,2000,20.6,0,0,0,14,30,9,74,7,8,1.0,0.0,0,98.0,2.0,7.0,22.2
Will Hughes,ENG,MF,Crystal Palace,Premier League,28,1995,21.0,6,0,0,39,30,1,30,21,33,0.0,0.0,0,121.0,12.0,17.0,41.4
Dean Huijsen,ESP,DF,Roma,Serie A,18,2005,5.7,4,0,0,10,2,0,1,4,5,1.0,0.0,1,24.0,9.0,7.0,56.3
Dean Huijsen,ESP,DF,Juventus,Serie A,18,2005,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
Mats Hummels,GER,DF,Dortmund,Bundesliga,34,1988,17.6,4,1,0,12,9,0,3,33,34,0.0,2.0,0,99.0,38.0,24.0,61.3
Denis Huseinbasic,BIH,MF,Köln,Bundesliga,22,2001,18.1,5,0,0,28,14,0,15,13,18,0.0,0.0,0,114.0,8.0,8.0,50.0
Elseid Hysaj,ALB,DF,Lazio,Serie A,29,1994,13.3,2,0,0,14,9,3,18,17,14,0.0,0.0,0,72.0,14.0,13.0,51.9
Pierre Højbjerg,DEN,MF,Tottenham,Premier League,27,1995,14.6,4,0,0,20,17,0,14,19,18,0.0,0.0,1,121.0,8.0,13.0,38.1
Rasmus Højlund,DEN,FW,Manchester Utd,Premier League,20,2003,24.0,2,0,0,20,30,15,6,1,7,0.0,1.0,0,60.0,25.0,65.0,27.8
Iago,BRA,DF,Augsburg,Bundesliga,26,1997,18.0,4,0,0,14,23,4,44,18,17,0.0,2.0,0,117.0,20.0,18.0,52.6
Pablo Ibáñez,ESP,MF,Osasuna,La Liga,24,1998,12.8,5,0,0,26,16,2,12,9,9,1.0,0.0,0,74.0,36.0,38.0,48.6
Arijon Ibrahimović,GER,"FW,DF",Frosinone,Serie A,17,2005,5.3,1,0,0,3,4,2,7,1,6,0.0,0.0,0,19.0,5.0,8.0,38.5
Iglesias,ESP,"DF,FW",Getafe,La Liga,25,1998,15.7,4,0,0,16,10,1,58,16,22,0.0,0.0,0,71.0,12.0,10.0,54.5
Borja Iglesias,ESP,FW,Betis,La Liga,30,1993,4.5,2,0,0,7,5,7,1,2,0,0.0,1.0,0,7.0,6.0,7.0,46.2
Borja Iglesias,ESP,FW,Leverkusen,Bundesliga,30,1993,2.8,0,0,0,2,3,1,1,1,0,0.0,0.0,0,5.0,4.0,6.0,40.0
Igor,BRA,DF,Brighton,Premier League,25,1998,18.2,4,0,0,21,4,0,1,14,18,0.0,0.0,0,105.0,26.0,12.0,68.4
Jonathan Ikone,FRA,FW,Fiorentina,Serie A,25,1998,18.7,5,0,0,16,15,5,11,3,11,1.0,0.0,0,60.0,15.0,22.0,40.5
Chukwubuikem Ikwuemesi,NGA,FW,Salernitana,Serie A,21,2001,11.8,2,0,0,35,20,8,2,1,1,0.0,0.0,0,23.0,29.0,59.0,33.0
Andrej Ilic,SRB,FW,Lille,Ligue 1,23,2000,0.1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Ivan Ilić,SRB,MF,Torino,Serie A,22,2001,23.3,3,0,0,24,25,1,91,20,8,0.0,1.0,0,112.0,19.0,19.0,50.0
Samuel Iling-Junior,ENG,"DF,MF",Juventus,Serie A,19,2003,9.0,1,0,0,15,5,1,46,6,13,0.0,0.0,0,40.0,9.0,3.0,75.0
Imanol,ESP,DF,Athletic Club,La Liga,23,2000,5.8,2,0,0,5,2,0,21,7,5,0.0,0.0,0,37.0,10.0,4.0,71.4
Joel Imasuen,USA,FW,Werder Bremen,Bundesliga,18,2004,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Ciro Immobile,ITA,FW,Lazio,Serie A,33,1990,18.4,8,0,0,22,31,14,7,5,9,2.0,0.0,0,34.0,14.0,28.0,33.3
Gino Infantino,ARG,MF,Fiorentina,Serie A,20,2003,1.1,1,0,0,4,2,0,0,3,1,0.0,0.0,0,2.0,1.0,5.0,16.7
Danny Ings,ENG,FW,West Ham,Premier League,31,1992,4.5,1,0,0,4,6,1,1,3,2,1.0,0.0,0,12.0,3.0,9.0,25.0
Bonke Innocent,NGA,MF,Lorient,Ligue 1,27,1996,2.3,1,0,0,5,4,0,0,4,4,0.0,0.0,0,11.0,3.0,2.0,60.0
Tim Iroegbunam,ENG,MF,Aston Villa,Premier League,20,2003,1.8,0,0,0,9,3,0,0,2,5,0.0,0.0,0,15.0,1.0,0.0,100.0
Alexander Isak,SWE,FW,Newcastle Utd,Premier League,23,1999,25.1,1,0,0,14,15,17,10,6,0,1.0,0.0,0,38.0,10.0,39.0,20.4
Gustav Isaksen,DEN,FW,Lazio,Serie A,22,2001,11.9,3,0,0,17,24,3,29,4,3,0.0,0.0,0,41.0,4.0,7.0,36.4
Isco,ESP,MF,Betis,La Liga,31,1992,25.8,10,0,0,31,79,3,152,10,27,0.0,0.0,0,129.0,16.0,39.0,29.1
Thomas Isherwood,SWE,DF,Darmstadt 98,Bundesliga,25,1998,7.1,1,0,0,8,3,1,1,10,5,0.0,0.0,1,17.0,8.0,6.0,57.1
Ismaily,BRA,DF,Lille,Ligue 1,33,1990,27.4,1,0,0,15,23,3,29,32,47,0.0,0.0,0,126.0,42.0,16.0,72.4
Ardian Ismajli,ALB,DF,Empoli,Serie A,26,1996,22.7,2,0,0,18,16,0,4,23,16,0.0,1.0,0,72.0,52.0,39.0,57.1
Yanis Issoufou,FRA,MF,Montpellier,Ligue 1,16,2006,0.1,0,0,0,1,1,0,1,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0
Ko Itakura,JPN,"DF,MF",Gladbach,Bundesliga,26,1997,17.7,9,0,0,28,4,0,5,22,21,0.0,0.0,0,78.0,38.0,30.0,55.9
Hiroki Ito,JPN,DF,Stuttgart,Bundesliga,24,1999,24.8,1,0,0,17,8,2,23,29,18,0.0,0.0,0,125.0,30.0,38.0,44.1
Junya Ito,JPN,"FW,MF",Reims,Ligue 1,30,1993,30.2,2,0,0,18,32,19,201,14,15,0.0,0.0,0,115.0,18.0,34.0,34.6
Diego Iturralde,ESP,DF,Sevilla,La Liga,20,2003,0.4,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
Alex Iwobi,NGA,MF,Everton,Premier League,27,1996,1.6,0,0,0,0,0,3,10,1,0,0.0,0.0,0,5.0,0.0,0.0,0.0
Alex Iwobi,NGA,"FW,MF",Fulham,Premier League,27,1996,24.4,2,0,0,12,5,5,60,14,18,0.0,0.0,0,145.0,6.0,19.0,24.0
Armando Izzo,ITA,DF,Monza,Serie A,31,1992,18.3,9,0,0,32,26,1,3,27,17,0.0,0.0,0,81.0,19.0,20.0,48.7
Nicolas Jackson,SEN,FW,Chelsea,Premier League,22,2001,31.1,10,0,0,28,40,28,5,4,13,0.0,0.0,0,98.0,35.0,63.0,35.7
Jérémy Jacquet,FRA,MF,Rennes,Ligue 1,18,2005,0.1,0,0,0,0,0,0,0,1,1,0.0,0.0,0,3.0,0.0,0.0,0.0
Jérémy Jacquet,FRA,DF,Clermont Foot,Ligue 1,18,2005,2.8,0,0,0,1,3,1,1,6,3,0.0,0.0,0,9.0,6.0,4.0,60.0
Lee Jae-sung,KOR,"MF,FW",Mainz 05,Bundesliga,30,1992,23.5,6,0,0,19,27,9,17,27,20,2.0,0.0,0,95.0,33.0,64.0,34.0
Paul Jaeckel,GER,DF,Union Berlin,Bundesliga,25,1998,2.6,0,0,0,0,2,0,0,4,2,0.0,0.0,0,14.0,5.0,2.0,71.4
Filip Jagiełło,POL,MF,Genoa,Serie A,25,1997,0.4,0,0,0,0,0,0,0,1,0,0.0,0.0,0,3.0,0.0,0.0,0.0
Kristijan Jakić,CRO,MF,Augsburg,Bundesliga,26,1997,11.7,4,0,0,18,17,0,6,20,14,0.0,0.0,0,79.0,13.0,12.0,52.0
Kristijan Jakić,CRO,"MF,FW",Eint Frankfurt,Bundesliga,26,1997,2.2,1,0,0,5,3,0,1,2,3,0.0,0.0,0,12.0,5.0,3.0,62.5
Ismail Jakobs,SEN,DF,Monaco,Ligue 1,23,1999,16.3,0,0,0,25,18,3,76,11,41,0.0,0.0,0,75.0,38.0,30.0,55.9
Ablie Jallow,GAM,"MF,FW",Metz,Ligue 1,24,1998,10.2,1,0,0,8,14,0,23,8,5,0.0,0.0,0,49.0,5.0,18.0,21.7
Reece James,ENG,DF,Chelsea,Premier League,23,1999,4.7,2,2,1,4,5,2,28,3,9,0.0,0.0,0,28.0,8.0,5.0,61.5
Vitaly Janelt,GER,"MF,DF",Brentford,Premier League,25,1998,33.9,8,0,0,27,28,3,59,36,38,1.0,0.0,0,189.0,34.0,26.0,56.7
Jakub Jankto,CZE,"MF,FW",Cagliari,Serie A,27,1996,9.7,0,0,0,9,8,1,26,5,9,0.0,0.0,0,33.0,3.0,8.0,27.3
Tony Jantschke,GER,"DF,MF",Gladbach,Bundesliga,33,1990,0.3,0,0,0,1,2,0,0,1,1,0.0,0.0,0,1.0,2.0,2.0,50.0
Adnan Januzaj,BEL,"FW,MF",Sevilla,La Liga,28,1995,2.1,0,0,0,3,9,0,8,1,3,0.0,0.0,0,9.0,3.0,1.0,75.0
Nuha Jatta,GAM,FW,RB Leipzig,Bundesliga,17,2006,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Mikel Jauregizar,ESP,MF,Athletic Club,La Liga,19,2003,1.7,0,0,0,4,1,0,6,0,0,0.0,0.0,0,9.0,1.0,8.0,11.1
Luis Javier Suárez,COL,FW,Almería,La Liga,25,1997,10.2,3,0,0,18,18,4,7,0,5,0.0,0.0,0,17.0,10.0,33.0,23.3
Danley Jean-Jacques,HAI,MF,Metz,Ligue 1,23,2000,29.8,5,0,0,48,23,2,20,44,28,0.0,0.0,0,126.0,23.0,45.0,33.8
Salim El Jebari,MAR,MF,Atlético Madrid,La Liga,19,2004,0.1,0,0,0,1,0,0,1,0,0,0.0,0.0,0,0.0,0.0,2.0,0.0
Daniel Jebbison,ENG,FW,Sheffield Utd,Premier League,19,2003,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
Jeffinho,BRA,"FW,MF",Lyon,Ligue 1,23,1999,3.4,0,0,0,4,5,1,2,0,4,1.0,0.0,0,15.0,4.0,3.0,57.1
Fredrik Jensen,FIN,"MF,FW",Augsburg,Bundesliga,25,1997,14.9,1,0,0,14,2,5,91,12,11,0.0,1.0,0,60.0,24.0,21.0,53.3
Mathias Jensen,DEN,MF,Brentford,Premier League,27,1996,24.5,5,0,0,28,19,2,113,23,32,1.0,0.0,0,123.0,5.0,11.0,31.3
Moritz Jenz,GER,DF,Wolfsburg,Bundesliga,24,1999,19.4,7,1,1,26,3,0,0,26,24,0.0,0.0,1,81.0,48.0,22.0,68.6
Gabriel Jesus,BRA,FW,Arsenal,Premier League,26,1997,16.4,6,0,0,26,32,16,9,13,17,1.0,0.0,0,59.0,15.0,38.0,28.3
Juan Jesus,BRA,DF,Napoli,Serie A,32,1991,23.5,7,0,0,28,9,0,0,23,19,0.0,1.0,0,112.0,47.0,47.0,50.0
Alejandro Jiménez,ESP,DF,Milan,Serie A,18,2005,0.8,1,0,0,2,1,0,1,0,1,0.0,0.0,0,2.0,0.0,0.0,0.0
Raúl Jiménez,MEX,FW,Fulham,Premier League,32,1991,15.5,3,1,0,17,21,12,7,4,12,0.0,0.0,0,43.0,44.0,59.0,42.7
João Pedro,BRA,"FW,MF",Brighton,Premier League,21,2001,22.7,2,0,0,19,60,11,29,11,14,2.0,0.0,0,65.0,41.0,22.0,65.1
Joelinton,BRA,"MF,FW",Newcastle Utd,Premier League,26,1996,14.2,6,0,0,28,23,0,2,19,27,0.0,0.0,0,85.0,18.0,31.0,36.7
Ryan John Giles,ENG,"DF,MF",Luton Town,Premier League,23,2000,5.6,0,0,0,2,2,0,49,4,6,0.0,0.0,0,21.0,3.0,0.0,100.0
Ben Johnson,ENG,"DF,FW",West Ham,Premier League,23,2000,6.0,1,0,0,3,7,1,31,5,7,0.0,0.0,0,49.0,7.0,12.0,36.8
Brennan Johnson,WAL,FW,Tottenham,Premier League,22,2001,23.2,3,0,0,17,29,12,68,10,15,0.0,0.0,0,75.0,5.0,16.0,23.8
Brennan Johnson,WAL,"FW,MF",Nott'ham Forest,Premier League,22,2001,2.6,0,0,0,1,7,1,2,0,1,0.0,0.0,0,11.0,1.0,2.0,33.3
Joseph Johnson,ENG,DF,Luton Town,Premier League,17,2006,0.9,1,0,0,1,0,0,0,0,0,0.0,0.0,0,3.0,0.0,1.0,0.0
Sam Johnstone,ENG,GK,Crystal Palace,Premier League,30,1993,20.0,1,0,0,1,0,0,0,1,0,0.0,1.0,0,13.0,2.0,1.0,66.7
Curtis Jones,ENG,MF,Liverpool,Premier League,22,2001,13.0,3,1,0,16,14,5,4,7,14,0.0,0.0,0,72.0,7.0,12.0,36.8
Frenkie de Jong,NED,MF,Barcelona,La Liga,26,1997,18.2,7,0,0,19,22,1,25,14,26,0.0,0.0,0,117.0,23.0,17.0,57.5
Joan Jordán,ESP,MF,Sevilla,La Liga,29,1994,4.2,1,0,0,1,3,0,3,4,7,0.0,0.0,0,19.0,4.0,5.0,44.4
Jordi,ESP,"MF,DF",Getafe,La Liga,22,2001,6.4,1,0,0,19,6,1,22,8,11,0.0,1.0,0,36.0,11.0,21.0,34.4
Jeremy Jorge,ESP,FW,Getafe,La Liga,20,2003,0.0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Kaio Jorge,BRA,FW,Frosinone,Serie A,21,2002,9.0,2,0,0,8,10,2,3,1,4,0.0,0.0,0,29.0,8.0,23.0,25.8
Jorginho,ITA,MF,Arsenal,Premier League,31,1991,10.2,1,0,0,9,15,0,3,12,10,0.0,0.0,0,49.0,7.0,7.0,50.0
Willian José,BRA,FW,Betis,La Liga,31,1991,21.9,0,1,0,9,20,9,7,2,3,0.0,0.0,0,41.0,31.0,40.0,43.7
Joselu,ESP,FW,Real Madrid,La Liga,33,1990,18.7,1,0,0,10,14,18,6,6,3,0.0,0.0,0,36.0,41.0,34.0,54.7
Diogo Jota,POR,FW,Liverpool,Premier League,26,1996,12.7,3,1,1,27,21,3,9,7,13,2.0,0.0,0,48.0,17.0,38.0,30.9
Antoine Joujou,FRA,"FW,MF",Le Havre,Ligue 1,20,2003,8.7,1,0,0,17,10,0,18,7,12,0.0,0.0,0,42.0,10.0,24.0,29.4
Luka Jović,SRB,FW,Milan,Serie A,25,1997,9.7,2,1,0,8,12,2,1,1,4,0.0,0.0,0,20.0,17.0,15.0,53.1
Kamil Jóźwiak,POL,MF,Granada,La Liga,25,1998,6.3,2,0,0,13,12,2,6,2,10,0.0,0.0,0,34.0,14.0,15.0,48.3
Juanmi,ESP,FW,Cádiz,La Liga,30,1993,9.7,3,0,0,24,11,13,2,6,4,0.0,0.0,0,39.0,8.0,25.0,24.2
Juanpe,ESP,DF,Girona,La Liga,32,1991,8.3,4,0,0,5,0,1,1,7,8,0.0,0.0,0,27.0,21.0,13.0,61.8
Mads Juel Andersen,DEN,DF,Luton Town,Premier League,25,1997,4.4,1,0,0,6,2,0,0,8,5,0.0,0.0,0,25.0,11.0,5.0,68.8
Christopher Jullien,FRA,DF,Montpellier,Ligue 1,30,1993,13.7,5,0,0,13,5,0,1,12,12,0.0,0.0,0,47.0,45.0,25.0,64.3
Anthony Jung,GER,DF,Werder Bremen,Bundesliga,31,1991,28.7,4,1,0,15,15,1,23,24,23,0.0,1.0,0,142.0,44.0,26.0,62.9
Eli Junior Kroupi,FRA,"FW,MF",Lorient,Ligue 1,17,2006,12.0,1,0,0,16,8,8,14,10,4,0.0,0.0,0,35.0,8.0,21.0,27.6
Hamed Junior Traorè,CIV,MF,Bournemouth,Premier League,23,2000,0.5,0,0,0,0,0,0,3,0,0,0.0,0.0,0,4.0,1.0,1.0,50.0
Hamed Junior Traorè,CIV,MF,Napoli,Serie A,23,2000,4.2,1,0,0,4,7,1,7,2,2,0.0,0.0,0,20.0,1.0,5.0,16.7
Vinicius Júnior,BRA,FW,Real Madrid,La Liga,23,2000,20.7,7,0,0,24,54,10,56,1,13,0.0,0.0,0,44.0,1.0,7.0,12.5
Josip Juranović,CRO,DF,Union Berlin,Bundesliga,27,1995,14.4,4,0,0,4,10,0,104,12,14,0.0,0.0,0,87.0,3.0,4.0,42.9
David Jurásek,CZE,DF,Hoffenheim,Bundesliga,22,2000,5.5,1,0,0,3,1,0,24,3,11,0.0,0.0,0,29.0,5.0,3.0,62.5
Julian Justvan,GER,"FW,MF",Hoffenheim,Bundesliga,25,1998,0.5,0,0,0,0,0,0,9,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0
Julian Justvan,GER,"MF,FW",Darmstadt 98,Bundesliga,25,1998,11.4,1,0,0,2,5,0,41,11,4,0.0,0.0,0,52.0,1.0,15.0,6.3
Filip Jørgensen,DEN,GK,Villarreal,La Liga,21,2002,36.0,4,0,0,2,5,0,0,2,1,0.0,1.0,0,40.0,11.0,0.0,100.0
Mathias Jørgensen,DEN,DF,Brentford,Premier League,33,1990,12.1,4,0,0,11,6,3,8,12,12,0.0,0.0,0,67.0,26.0,23.0,53.1
Mohamed Kaba,FRA,MF,Lecce,Serie A,21,2001,15.3,4,1,1,26,21,0,7,12,23,0.0,0.0,0,84.0,21.0,18.0,53.8
Sory Kaba,GUI,FW,Las Palmas,La Liga,28,1995,8.0,2,0,0,16,15,9,0,0,0,0.0,0.0,0,17.0,31.0,36.0,46.3
Ozan Kabak,TUR,DF,Hoffenheim,Bundesliga,23,2000,25.4,11,1,1,31,9,0,3,46,35,0.0,1.0,0,96.0,68.0,47.0,59.1
Christian Kabasele,BEL,DF,Udinese,Serie A,32,1991,9.6,5,0,0,15,9,0,2,12,7,0.0,2.0,0,22.0,26.0,10.0,72.2
Issa Kaboré,BFA,DF,Luton Town,Premier League,22,2001,19.2,7,0,0,27,30,2,66,16,28,0.0,0.0,1,102.0,17.0,18.0,48.6
Abdoul Kader Bamba,FRA,"FW,MF",Nantes,Ligue 1,29,1994,6.8,2,0,0,3,35,5,26,4,7,1.0,0.0,0,44.0,6.0,6.0,50.0
Yaya Kader Fofana,MLI,"MF,DF",Reims,Ligue 1,19,2004,0.4,0,0,0,2,0,1,1,1,3,0.0,0.0,0,5.0,1.0,2.0,33.3
Pavel Kadeřábek,CZE,"DF,FW",Hoffenheim,Bundesliga,31,1992,26.8,7,0,0,17,12,1,101,23,19,0.0,0.0,0,65.0,62.0,64.0,49.2
Tino Kadewere,ZIM,"FW,MF",Lyon,Ligue 1,27,1996,3.3,0,0,0,6,2,2,2,5,1,0.0,0.0,0,23.0,10.0,11.0,47.6
Tino Kadewere,ZIM,"FW,MF",Nantes,Ligue 1,27,1996,8.7,1,0,0,13,10,5,6,10,4,0.0,0.0,0,42.0,26.0,24.0,52.0
Kaiky,BRA,DF,Almería,La Liga,19,2004,5.8,2,0,0,7,0,0,1,3,4,0.0,1.0,0,14.0,11.0,11.0,50.0
Florian Kainz,AUT,"MF,FW",Köln,Bundesliga,30,1992,24.4,4,0,0,19,33,1,167,13,20,0.0,0.0,0,126.0,12.0,25.0,32.4
Sasa Kalajdzic,AUT,FW,Wolves,Premier League,26,1997,1.8,0,0,0,6,4,2,1,1,2,0.0,0.0,0,4.0,8.0,4.0,66.7
Sasa Kalajdzic,AUT,FW,Eint Frankfurt,Bundesliga,26,1997,3.6,0,0,0,3,10,1,1,2,2,0.0,0.0,0,10.0,9.0,11.0,45.0
Arnaud Kalimuendo,FRA,FW,Rennes,Ligue 1,21,2002,23.8,6,0,0,28,50,6,11,4,4,3.0,0.0,0,45.0,6.0,61.0,9.0
Yayah Kallon,SLE,FW,Hellas Verona,Serie A,22,2001,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0
Gedeon Kalulu,COD,DF,Lorient,Ligue 1,25,1997,10.8,0,0,0,18,7,0,21,5,17,0.0,0.0,0,60.0,10.0,11.0,47.6
Pierre Kalulu,FRA,DF,Milan,Serie A,23,2000,4.2,0,0,0,1,3,0,5,1,1,0.0,0.0,0,15.0,3.0,8.0,27.3
Daichi Kamada,JPN,MF,Lazio,Serie A,26,1996,17.2,3,0,0,39,13,2,11,18,36,0.0,0.0,0,75.0,3.0,16.0,15.8
Waren Kamanzi,NOR,"DF,FW",Toulouse,Ligue 1,22,2000,13.2,1,0,0,12,14,0,20,9,24,0.0,0.0,0,47.0,9.0,21.0,30.0
Boubacar Kamara,FRA,MF,Aston Villa,Premier League,23,1999,18.4,7,1,0,35,29,0,2,21,29,0.0,0.0,0,97.0,19.0,25.0,43.2
Hassane Kamara,CIV,DF,Udinese,Serie A,29,1994,24.7,4,0,0,21,8,6,71,26,32,0.0,0.0,0,130.0,16.0,14.0,53.3
Willy Kambwala,FRA,DF,Manchester Utd,Premier League,18,2004,3.7,1,0,0,4,2,0,0,4,1,0.0,0.0,0,12.0,6.0,2.0,75.0
Jakub Kamiński,POL,"FW,MF",Wolfsburg,Bundesliga,21,2002,5.3,0,0,0,3,5,2,16,2,5,0.0,0.0,0,24.0,4.0,12.0,25.0
Thomas Kaminski,BEL,GK,Luton Town,Premier League,30,1992,37.8,3,0,0,0,3,0,0,0,1,0.0,0.0,0,63.0,4.0,0.0,100.0
Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,32,1990,15.1,3,0,0,16,3,0,11,11,8,0.0,1.0,0,102.0,3.0,10.0,23.1
Harry Kane,ENG,FW,Bayern Munich,Bundesliga,30,1993,31.5,2,0,0,10,39,13,31,6,9,0.0,0.0,0,55.0,30.0,34.0,46.9
Lee Kang-in,KOR,"FW,MF",Paris S-G,Ligue 1,22,2001,16.3,2,0,0,17,22,1,97,6,13,0.0,0.0,0,61.0,4.0,11.0,26.7
Yann Karamoh,FRA,"MF,FW",Torino,Serie A,25,1998,1.8,0,0,0,2,3,2,5,0,0,0.0,0.0,0,10.0,2.0,2.0,50.0
Yann Karamoh,FRA,"FW,MF",Montpellier,Ligue 1,25,1998,3.2,1,0,0,7,7,2,5,0,0,0.0,0.0,0,17.0,2.0,13.0,13.3
Atakan Karazor,GER,MF,Stuttgart,Bundesliga,26,1996,29.1,9,0,0,28,61,0,4,27,44,0.0,0.0,0,174.0,44.0,38.0,53.7
Ayman Kari,FRA,MF,Lorient,Ligue 1,18,2004,9.9,1,0,0,10,28,0,1,6,14,0.0,0.0,0,50.0,2.0,7.0,22.2
Emir Karic,AUT,DF,Darmstadt 98,Bundesliga,26,1997,19.8,4,0,0,17,7,5,52,13,27,0.0,0.0,0,76.0,21.0,16.0,56.8
