player,nationality,position,team,comp_level,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Chris Lokesa,BEL,"FW,MF",RKC Waalwijk,Eredivisie,18,2004,22.9,868.0,26.0,120.0,377.0,387.0,73.0,868.0,73.0,22.0,30.1,39.0,53.4,514.0,3365.0,1549.0,62.0,41.0,24.0,54.0,37.0,578.0,136.0
Justin Lonwijk,SUR,"FW,MF",Fortuna Sittard,Eredivisie,23,1999,11.4,387.0,8.0,61.0,177.0,156.0,53.0,386.0,16.0,5.0,31.3,9.0,56.3,210.0,899.0,381.0,13.0,11.0,5.0,25.0,6.0,250.0,49.0
Marcos López,PER,DF,Feyenoord,Eredivisie,23,1999,5.2,434.0,11.0,91.0,240.0,105.0,11.0,434.0,6.0,4.0,66.7,2.0,33.3,231.0,1293.0,744.0,17.0,7.0,2.0,5.0,3.0,269.0,23.0
Hirving Lozano,MEX,FW,PSV Eindhoven,Eredivisie,28,1995,17.1,908.0,4.0,81.0,269.0,577.0,113.0,908.0,80.0,32.0,40.0,40.0,50.0,620.0,4744.0,2560.0,84.0,53.0,39.0,38.0,20.0,683.0,227.0
Thierry Lutonda,BEL,DF,RKC Waalwijk,Eredivisie,22,2000,8.0,514.0,36.0,230.0,203.0,88.0,4.0,514.0,22.0,5.0,22.7,16.0,72.7,230.0,1042.0,439.0,6.0,4.0,3.0,16.0,7.0,262.0,29.0
Christopher Mamengi,NED,"DF,FW",Almere City,Eredivisie,22,2001,0.8,52.0,10.0,26.0,13.0,14.0,0.0,52.0,1.0,0.0,0.0,1.0,100.0,15.0,81.0,30.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0
Million Manhoef,NED,FW,Vitesse,Eredivisie,21,2002,16.2,723.0,10.0,89.0,297.0,365.0,61.0,723.0,111.0,45.0,40.5,56.0,50.5,499.0,4049.0,2110.0,78.0,45.0,38.0,63.0,45.0,515.0,123.0
Sivert Mannsverk,NOR,"MF,DF",Ajax,Eredivisie,21,2002,9.8,708.0,34.0,175.0,405.0,135.0,5.0,708.0,12.0,7.0,58.3,4.0,33.3,406.0,2329.0,1083.0,14.0,16.0,2.0,3.0,7.0,516.0,7.0
Richonell Margaret,NED,"FW,MF",RKC Waalwijk,Eredivisie,22,2000,9.3,428.0,5.0,50.0,153.0,240.0,47.0,428.0,64.0,23.0,35.9,37.0,57.8,279.0,1901.0,932.0,39.0,25.0,15.0,48.0,23.0,297.0,88.0
Nathan Markelo,CUW,DF,Fortuna Sittard,Eredivisie,24,1999,0.8,34.0,2.0,12.0,15.0,8.0,0.0,34.0,1.0,1.0,100.0,0.0,0.0,14.0,72.0,40.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0
Pedro David Rosendo Marques,POR,FW,NEC Nijmegen,Eredivisie,25,1998,0.5,38.0,0.0,1.0,20.0,17.0,4.0,38.0,1.0,1.0,100.0,0.0,0.0,18.0,100.0,38.0,3.0,1.0,1.0,1.0,0.0,25.0,1.0
Ar'jany Martha,NED,"DF,FW",Ajax,Eredivisie,19,2003,7.8,612.0,21.0,131.0,288.0,201.0,15.0,612.0,24.0,14.0,58.3,8.0,33.3,352.0,1957.0,1063.0,29.0,22.0,8.0,22.0,4.0,381.0,51.0
Bruno Martins Indi,NED,DF,AZ Alkmaar,Eredivisie,31,1992,8.4,685.0,70.0,236.0,373.0,80.0,11.0,685.0,2.0,1.0,50.0,1.0,50.0,415.0,2623.0,1833.0,22.0,21.0,0.0,4.0,1.0,481.0,5.0
Faiz Mattoir,COM,"FW,MF",Almere City,Eredivisie,23,2000,0.6,35.0,1.0,8.0,12.0,16.0,1.0,35.0,4.0,1.0,25.0,3.0,75.0,23.0,168.0,90.0,3.0,3.0,0.0,6.0,4.0,23.0,6.0
Magnus Mattsson,DEN,MF,NEC Nijmegen,Eredivisie,24,1999,19.0,916.0,21.0,167.0,455.0,310.0,69.0,914.0,77.0,42.0,54.5,26.0,33.8,525.0,2835.0,1309.0,25.0,22.0,9.0,62.0,43.0,594.0,88.0
Myron Mau-Asam,NED,MF,Volendam,Eredivisie,19,2004,0.1,6.0,0.0,0.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Robin Maulun,FRA,MF,Volendam,Eredivisie,26,1996,7.8,376.0,11.0,87.0,205.0,85.0,2.0,376.0,1.0,1.0,100.0,0.0,0.0,161.0,688.0,294.0,4.0,5.0,0.0,8.0,5.0,228.0,15.0
Adrian Mazilu,ROU,FW,Vitesse,Eredivisie,17,2005,0.3,19.0,0.0,1.0,8.0,11.0,1.0,19.0,2.0,0.0,0.0,2.0,100.0,15.0,58.0,16.0,0.0,0.0,1.0,6.0,1.0,15.0,5.0
Loïc Mbe Soh,FRA,DF,Almere City,Eredivisie,22,2001,14.0,684.0,88.0,303.0,351.0,34.0,10.0,684.0,5.0,5.0,100.0,0.0,0.0,298.0,1578.0,782.0,5.0,3.0,1.0,6.0,4.0,307.0,2.0
Xavier Mbuyamba,NED,DF,Volendam,Eredivisie,21,2001,6.7,435.0,51.0,181.0,233.0,23.0,6.0,435.0,5.0,2.0,40.0,2.0,40.0,242.0,1481.0,914.0,8.0,5.0,0.0,9.0,2.0,272.0,2.0
Jakov Medić,CRO,DF,Ajax,Eredivisie,24,1998,3.7,336.0,30.0,131.0,199.0,8.0,3.0,336.0,3.0,1.0,33.3,2.0,66.7,233.0,1508.0,919.0,3.0,2.0,0.0,5.0,0.0,251.0,0.0
Mexx Meerdink,NED,FW,Vitesse,Eredivisie,20,2003,6.6,229.0,8.0,16.0,89.0,124.0,27.0,229.0,10.0,5.0,50.0,5.0,50.0,107.0,473.0,187.0,7.0,6.0,3.0,15.0,5.0,173.0,35.0
Mexx Meerdink,NED,"FW,MF",AZ Alkmaar,Eredivisie,20,2003,0.3,8.0,1.0,1.0,3.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0
Aaron Meijers,NED,DF,RKC Waalwijk,Eredivisie,35,1987,25.6,1752.0,112.0,553.0,787.0,425.0,17.0,1752.0,17.0,5.0,29.4,9.0,52.9,776.0,4671.0,2668.0,66.0,32.0,8.0,27.0,16.0,915.0,87.0
Rick Meijssen,NED,DF,Sparta R'dam,Eredivisie,21,2002,9.8,560.0,89.0,275.0,276.0,16.0,5.0,560.0,3.0,0.0,0.0,3.0,100.0,325.0,2109.0,1354.0,16.0,5.0,0.0,2.0,0.0,344.0,3.0
Raz Meir,ISR,DF,RKC Waalwijk,Eredivisie,26,1996,0.6,54.0,0.0,17.0,28.0,10.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,26.0,110.0,57.0,0.0,1.0,0.0,0.0,0.0,32.0,5.0
Julien Mesbahi,NED,DF,Twente,Eredivisie,17,2006,0.4,33.0,10.0,24.0,9.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,15.0,77.0,42.0,1.0,0.0,0.0,0.0,1.0,20.0,0.0
Metinho,BRA,MF,Sparta R'dam,Eredivisie,20,2003,14.1,697.0,44.0,183.0,407.0,118.0,10.0,697.0,30.0,17.0,56.7,10.0,33.3,379.0,2477.0,1178.0,20.0,13.0,6.0,21.0,18.0,409.0,14.0
Melle Meulensteen,NED,MF,Vitesse,Eredivisie,24,1999,22.7,1386.0,83.0,326.0,847.0,221.0,28.0,1386.0,32.0,18.0,56.3,13.0,40.6,757.0,3567.0,1692.0,26.0,16.0,3.0,30.0,18.0,863.0,25.0
Daryl van Mieghem,NED,MF,Volendam,Eredivisie,33,1989,1.7,58.0,0.0,4.0,31.0,23.0,3.0,58.0,0.0,0.0,0.0,0.0,0.0,33.0,111.0,36.0,0.0,1.0,0.0,2.0,2.0,34.0,4.0
Djordje Mihailovic,USA,MF,AZ Alkmaar,Eredivisie,24,1998,3.1,143.0,3.0,20.0,76.0,49.0,10.0,143.0,2.0,1.0,50.0,1.0,50.0,87.0,375.0,110.0,3.0,4.0,1.0,2.0,2.0,105.0,17.0
Sven Mijnans,NED,"MF,FW",AZ Alkmaar,Eredivisie,23,2000,26.3,1594.0,63.0,333.0,766.0,512.0,67.0,1594.0,40.0,23.0,57.5,16.0,40.0,826.0,3263.0,1365.0,20.0,39.0,7.0,47.0,26.0,1085.0,116.0
Georges Mikautadze,GEO,"MF,FW",Ajax,Eredivisie,22,2000,2.6,111.0,2.0,17.0,49.0,47.0,8.0,111.0,18.0,5.0,27.8,10.0,55.6,63.0,424.0,159.0,5.0,2.0,1.0,10.0,5.0,91.0,20.0
Antoni Milambo,NED,"MF,FW",Feyenoord,Eredivisie,18,2005,2.6,134.0,2.0,15.0,64.0,55.0,10.0,134.0,6.0,2.0,33.3,4.0,66.7,82.0,387.0,143.0,5.0,4.0,1.0,5.0,3.0,89.0,10.0
David Min,NED,FW,RKC Waalwijk,Eredivisie,24,1999,18.4,553.0,22.0,54.0,242.0,268.0,77.0,552.0,47.0,23.0,48.9,20.0,42.6,302.0,1836.0,638.0,26.0,17.0,18.0,67.0,44.0,368.0,100.0
Yankuba Minteh,GAM,FW,Feyenoord,Eredivisie,19,2004,16.2,850.0,5.0,71.0,238.0,559.0,160.0,850.0,119.0,59.0,49.6,54.0,45.4,538.0,5058.0,3144.0,127.0,48.0,91.0,56.0,31.0,582.0,264.0
Damon Mirani,NED,"MF,DF",Volendam,Eredivisie,27,1996,32.0,1694.0,219.0,660.0,816.0,224.0,55.0,1694.0,7.0,4.0,57.1,3.0,42.9,705.0,3498.0,1978.0,21.0,17.0,0.0,22.0,9.0,940.0,21.0
Shunsuke Mito,JPN,"FW,MF",Sparta R'dam,Eredivisie,20,2002,11.3,472.0,18.0,87.0,199.0,194.0,31.0,472.0,33.0,9.0,27.3,21.0,63.6,275.0,1752.0,818.0,30.0,10.0,11.0,35.0,16.0,318.0,62.0
Siem de Moes,NED,DF,Excelsior,Eredivisie,19,2004,3.2,188.0,19.0,101.0,76.0,11.0,1.0,188.0,3.0,2.0,66.7,1.0,33.3,87.0,406.0,147.0,0.0,0.0,1.0,3.0,1.0,92.0,2.0
Robert Mühren,NED,FW,Volendam,Eredivisie,34,1989,16.5,337.0,19.0,53.0,136.0,149.0,64.0,337.0,11.0,3.0,27.3,6.0,54.5,139.0,595.0,235.0,6.0,3.0,5.0,22.0,5.0,177.0,54.0
Jeremy van Mullem,NED,MF,Sparta R'dam,Eredivisie,24,1999,0.8,29.0,3.0,9.0,19.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,8.0,88.0,66.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0
Derry Murkin,ENG,DF,Volendam,Eredivisie,24,1999,2.0,159.0,9.0,42.0,64.0,55.0,3.0,159.0,8.0,7.0,87.5,1.0,12.5,80.0,706.0,408.0,16.0,13.0,1.0,4.0,0.0,76.0,10.0
David Møller Wolfe,NOR,DF,AZ Alkmaar,Eredivisie,21,2002,26.4,1584.0,87.0,472.0,692.0,437.0,51.0,1584.0,43.0,16.0,37.2,25.0,58.1,835.0,5493.0,2841.0,68.0,48.0,12.0,29.0,17.0,906.0,137.0
Adi Nalic,BIH,"FW,MF",Almere City,Eredivisie,25,1997,2.4,122.0,4.0,12.0,54.0,59.0,15.0,122.0,10.0,5.0,50.0,5.0,50.0,66.0,348.0,148.0,6.0,2.0,4.0,16.0,8.0,74.0,16.0
Younes Namli,DEN,"FW,MF",Zwolle,Eredivisie,29,1994,28.5,1552.0,22.0,216.0,701.0,657.0,66.0,1552.0,96.0,53.0,55.2,33.0,34.4,957.0,7462.0,3519.0,109.0,87.0,31.0,57.0,36.0,1112.0,186.0
Abdenego Nankishi,GER,FW,Heracles Almelo,Eredivisie,21,2002,3.9,145.0,3.0,28.0,55.0,63.0,13.0,145.0,20.0,9.0,45.0,9.0,45.0,90.0,612.0,311.0,7.0,4.0,5.0,18.0,6.0,84.0,20.0
Gerrit Nauber,GER,DF,Go Ahead Eag,Eredivisie,31,1992,19.5,1034.0,219.0,615.0,392.0,31.0,19.0,1034.0,7.0,3.0,42.9,3.0,42.9,471.0,2241.0,1309.0,8.0,2.0,1.0,0.0,1.0,608.0,3.0
Noah Naujoks,NED,"MF,FW",Excelsior,Eredivisie,21,2002,11.7,400.0,25.0,92.0,188.0,126.0,25.0,400.0,13.0,4.0,30.8,8.0,61.5,173.0,760.0,293.0,6.0,11.0,2.0,23.0,19.0,218.0,28.0
Imran Nazih,MAR,MF,Volendam,Eredivisie,17,2006,1.0,32.0,1.0,9.0,15.0,8.0,0.0,32.0,1.0,0.0,0.0,1.0,100.0,16.0,72.0,23.0,1.0,2.0,0.0,2.0,1.0,18.0,2.0
Camiel Neghli,NED,FW,Sparta R'dam,Eredivisie,21,2001,15.0,712.0,14.0,108.0,245.0,372.0,43.0,712.0,46.0,20.0,43.5,25.0,54.3,387.0,2760.0,1294.0,46.0,32.0,10.0,27.0,14.0,440.0,127.0
Luc Netten,NED,DF,NEC Nijmegen,Eredivisie,19,2004,0.3,14.0,5.0,7.0,6.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,27.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
Ion Nicolaescu,MDA,FW,Heerenveen,Eredivisie,24,1998,7.8,185.0,4.0,11.0,77.0,99.0,43.0,185.0,21.0,6.0,28.6,13.0,61.9,98.0,523.0,234.0,8.0,7.0,6.0,11.0,15.0,118.0,33.0
Reuven Niemeijer,NED,"MF,FW",RKC Waalwijk,Eredivisie,28,1995,17.8,567.0,21.0,96.0,243.0,230.0,51.0,567.0,30.0,11.0,36.7,17.0,56.7,247.0,925.0,398.0,9.0,6.0,2.0,26.0,10.0,334.0,63.0
Bart Nieuwkoop,NED,DF,Feyenoord,Eredivisie,27,1996,9.5,658.0,17.0,140.0,326.0,200.0,32.0,658.0,9.0,4.0,44.4,4.0,44.4,313.0,1461.0,633.0,13.0,10.0,0.0,12.0,6.0,359.0,52.0
Sven Nieuwpoort,NED,DF,Excelsior,Eredivisie,30,1993,16.3,758.0,101.0,505.0,250.0,6.0,1.0,758.0,0.0,0.0,0.0,0.0,0.0,441.0,1787.0,565.0,1.0,1.0,0.0,2.0,0.0,506.0,0.0
Kristian Nökkvi Hlynsson,ISL,"MF,FW",Ajax,Eredivisie,19,2004,19.6,925.0,22.0,120.0,385.0,431.0,99.0,925.0,29.0,9.0,31.0,15.0,51.7,579.0,3187.0,1432.0,44.0,30.0,19.0,52.0,26.0,662.0,123.0
Andries Noppert,NED,GK,Heerenveen,Eredivisie,29,1994,22.0,768.0,690.0,763.0,5.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0,0.0,411.0,2042.0,1158.0,0.0,0.0,0.0,2.0,0.0,368.0,1.0
Tijjani Noslin,NED,FW,Fortuna Sittard,Eredivisie,24,1999,11.3,453.0,11.0,59.0,172.0,234.0,47.0,452.0,39.0,24.0,61.5,13.0,33.3,249.0,1724.0,923.0,34.0,20.0,12.0,35.0,18.0,298.0,78.0
Hugo Novoa,ESP,"DF,FW",Utrecht,Eredivisie,20,2003,2.3,125.0,5.0,41.0,44.0,42.0,1.0,125.0,4.0,1.0,25.0,2.0,50.0,44.0,383.0,203.0,8.0,4.0,0.0,8.0,2.0,56.0,6.0
Ché Nunnely,NED,FW,Heerenveen,Eredivisie,24,1999,19.0,603.0,5.0,61.0,216.0,337.0,72.0,603.0,61.0,28.0,45.9,26.0,42.6,394.0,3326.0,1592.0,65.0,29.0,22.0,34.0,31.0,444.0,148.0
Djenahro Nunumete,NED,DF,Heerenveen,Eredivisie,21,2002,0.6,44.0,10.0,31.0,8.0,5.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,25.0,112.0,48.0,0.0,1.0,0.0,0.0,0.0,33.0,1.0
Bram Nuytinck,NED,DF,NEC Nijmegen,Eredivisie,33,1990,26.7,1954.0,324.0,1006.0,896.0,59.0,28.0,1954.0,1.0,0.0,0.0,1.0,100.0,1078.0,5779.0,3363.0,18.0,7.0,0.0,8.0,4.0,1304.0,8.0
Armando Obispo,NED,DF,PSV Eindhoven,Eredivisie,24,1999,1.9,203.0,18.0,82.0,105.0,17.0,1.0,203.0,0.0,0.0,0.0,0.0,0.0,116.0,571.0,289.0,1.0,3.0,0.0,2.0,0.0,135.0,0.0
Jens Odgaard,DEN,"FW,MF",AZ Alkmaar,Eredivisie,24,1999,4.9,238.0,6.0,29.0,88.0,128.0,27.0,238.0,18.0,6.0,33.3,9.0,50.0,144.0,844.0,390.0,14.0,11.0,12.0,22.0,7.0,161.0,43.0
Kayne van Oevelen,NED,GK,Volendam,Eredivisie,19,2003,1.0,48.0,40.0,48.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,30.0,144.0,77.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
Koki Ogawa,JPN,FW,NEC Nijmegen,Eredivisie,25,1997,24.5,571.0,26.0,61.0,288.0,225.0,89.0,569.0,26.0,7.0,26.9,17.0,65.4,280.0,1102.0,327.0,9.0,6.0,4.0,56.0,16.0,390.0,65.0
Jeppe Okkels,DEN,"FW,DF",Utrecht,Eredivisie,24,1999,1.8,76.0,0.0,12.0,27.0,39.0,5.0,76.0,4.0,2.0,50.0,2.0,50.0,40.0,361.0,245.0,10.0,8.0,2.0,3.0,2.0,52.0,17.0
Lars Olden Larsen,NOR,FW,NEC Nijmegen,Eredivisie,24,1998,7.5,310.0,10.0,68.0,140.0,104.0,16.0,310.0,9.0,2.0,22.2,7.0,77.8,168.0,958.0,516.0,15.0,16.0,5.0,16.0,9.0,206.0,49.0
Nick Olij,NED,GK,Sparta R'dam,Eredivisie,27,1995,34.0,1562.0,1140.0,1536.0,26.0,0.0,0.0,1562.0,1.0,1.0,100.0,0.0,0.0,1028.0,6094.0,4156.0,0.0,0.0,0.0,1.0,0.0,812.0,0.0
Simon Olsson,SWE,"MF,FW",Heerenveen,Eredivisie,25,1997,30.3,1495.0,52.0,361.0,792.0,354.0,39.0,1495.0,72.0,43.0,59.7,24.0,33.3,746.0,3865.0,1767.0,35.0,29.0,8.0,46.0,38.0,998.0,65.0
Richie Omorowa,SWE,FW,Excelsior,Eredivisie,19,2004,5.7,205.0,7.0,20.0,90.0,97.0,15.0,205.0,4.0,2.0,50.0,2.0,50.0,100.0,343.0,97.0,1.0,3.0,1.0,24.0,10.0,143.0,29.0
Fredrik Oppegard,NOR,DF,Heracles Almelo,Eredivisie,20,2002,15.0,829.0,59.0,283.0,293.0,261.0,25.0,829.0,48.0,16.0,33.3,26.0,54.2,359.0,2844.0,1600.0,52.0,28.0,16.0,18.0,7.0,426.0,79.0
Ragnar Oratmangoen,IDN,"MF,FW",Fortuna Sittard,Eredivisie,25,1998,9.8,485.0,8.0,67.0,213.0,217.0,32.0,485.0,35.0,13.0,37.1,20.0,57.1,272.0,1587.0,756.0,23.0,20.0,8.0,22.0,22.0,318.0,62.0
Alois Oroz,CRO,DF,Vitesse,Eredivisie,22,2000,21.0,1268.0,132.0,565.0,631.0,76.0,24.0,1268.0,5.0,4.0,80.0,1.0,20.0,646.0,2809.0,1442.0,5.0,2.0,0.0,8.0,7.0,724.0,17.0
Anas Ouahim,GER,"MF,FW",Heracles Almelo,Eredivisie,25,1997,13.5,568.0,16.0,111.0,288.0,190.0,22.0,568.0,42.0,15.0,35.7,21.0,50.0,362.0,2051.0,813.0,23.0,19.0,4.0,38.0,24.0,352.0,40.0
Mohamed Oukhattou,NED,"FW,MF",Zwolle,Eredivisie,18,2005,0.4,23.0,1.0,3.0,10.0,10.0,1.0,23.0,2.0,0.0,0.0,2.0,100.0,6.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0
Yassin Oukili,NED,MF,RKC Waalwijk,Eredivisie,22,2001,31.0,1374.0,112.0,374.0,660.0,360.0,40.0,1374.0,62.0,35.0,56.5,17.0,27.4,678.0,3154.0,1237.0,22.0,26.0,5.0,47.0,23.0,754.0,74.0
Bilal Ould-Chikh,MAR,"FW,MF",Volendam,Eredivisie,26,1997,23.6,884.0,7.0,120.0,272.0,521.0,48.0,884.0,155.0,68.0,43.9,73.0,47.1,578.0,5761.0,2683.0,103.0,63.0,29.0,57.0,48.0,578.0,142.0
Rome-Jayden Owusu-Oduro,NED,GK,AZ Alkmaar,Eredivisie,19,2004,4.0,149.0,134.0,147.0,2.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,89.0,330.0,187.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0
Oğuzhan Özyakup,TUR,MF,Fortuna Sittard,Eredivisie,30,1992,10.7,625.0,25.0,115.0,312.0,206.0,18.0,625.0,20.0,13.0,65.0,6.0,30.0,288.0,1313.0,556.0,12.0,8.0,1.0,19.0,9.0,346.0,29.0
Igor Paixão,BRA,FW,Feyenoord,Eredivisie,23,2000,21.4,1051.0,11.0,77.0,288.0,698.0,107.0,1051.0,64.0,29.0,45.3,30.0,46.9,663.0,4167.0,2309.0,84.0,52.0,27.0,47.0,18.0,732.0,250.0
Ivor Pandur,CRO,GK,Fortuna Sittard,Eredivisie,23,2000,16.0,583.0,501.0,580.0,4.0,0.0,0.0,583.0,1.0,1.0,100.0,0.0,0.0,353.0,1930.0,1135.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0
Troy Parrott,IRL,FW,Excelsior,Eredivisie,21,2002,17.6,510.0,23.0,52.0,208.0,257.0,88.0,510.0,35.0,16.0,45.7,16.0,45.7,300.0,1774.0,894.0,38.0,19.0,27.0,53.0,18.0,361.0,82.0
Vangelis Pavlidis,GRE,FW,AZ Alkmaar,Eredivisie,24,1998,33.3,1488.0,35.0,102.0,619.0,780.0,264.0,1487.0,120.0,45.0,37.5,69.0,57.5,818.0,4057.0,1841.0,70.0,35.0,50.0,138.0,65.0,1052.0,253.0
Deron Payne,NED,DF,Volendam,Eredivisie,20,2002,9.6,505.0,31.0,197.0,213.0,101.0,11.0,505.0,16.0,3.0,18.8,12.0,75.0,211.0,1057.0,530.0,13.0,11.0,2.0,17.0,5.0,222.0,42.0
Álvaro Peña,ESP,MF,Almere City,Eredivisie,31,1991,12.5,628.0,10.0,81.0,302.0,255.0,24.0,628.0,27.0,15.0,55.6,11.0,40.7,290.0,1371.0,473.0,13.0,12.0,1.0,29.0,17.0,388.0,47.0
Alexandre Penetra,POR,DF,AZ Alkmaar,Eredivisie,21,2001,19.5,1435.0,205.0,723.0,665.0,50.0,10.0,1435.0,2.0,0.0,0.0,2.0,100.0,807.0,3813.0,2221.0,8.0,9.0,0.0,2.0,1.0,1012.0,7.0
Ricardo Pepi,USA,"FW,MF",PSV Eindhoven,Eredivisie,20,2003,5.4,238.0,1.0,9.0,82.0,149.0,56.0,237.0,9.0,2.0,22.2,6.0,66.7,126.0,459.0,186.0,7.0,6.0,3.0,16.0,7.0,167.0,52.0
Brayann Pereira,FRA,DF,NEC Nijmegen,Eredivisie,20,2003,8.8,473.0,35.0,202.0,187.0,89.0,6.0,473.0,17.0,6.0,35.3,9.0,52.9,199.0,1147.0,497.0,14.0,7.0,1.0,19.0,10.0,221.0,38.0
Kristoffer Peterson,SWE,"MF,FW",Fortuna Sittard,Eredivisie,28,1994,6.5,276.0,4.0,26.0,113.0,140.0,28.0,276.0,19.0,6.0,31.6,10.0,52.6,161.0,1063.0,563.0,16.0,9.0,9.0,21.0,11.0,185.0,46.0
Kik Pierie,NED,DF,Excelsior,Eredivisie,23,2000,3.3,240.0,42.0,134.0,95.0,13.0,4.0,240.0,2.0,1.0,50.0,1.0,50.0,97.0,496.0,305.0,1.0,1.0,0.0,1.0,1.0,117.0,0.0
Ivo Pinto,POR,DF,Fortuna Sittard,Eredivisie,33,1990,31.2,1694.0,103.0,485.0,698.0,536.0,19.0,1694.0,44.0,19.0,43.2,23.0,52.3,793.0,5045.0,2654.0,79.0,70.0,5.0,31.0,14.0,860.0,129.0
Michael Pinto,LUX,DF,Vitesse,Eredivisie,30,1993,20.2,1334.0,64.0,439.0,645.0,274.0,18.0,1334.0,14.0,6.0,42.9,6.0,42.9,673.0,3520.0,1778.0,37.0,30.0,5.0,15.0,6.0,822.0,63.0
Brian Plat,NED,DF,Volendam,Eredivisie,23,2000,22.0,1093.0,108.0,482.0,516.0,107.0,14.0,1093.0,15.0,11.0,73.3,4.0,26.7,457.0,2656.0,1268.0,19.0,12.0,3.0,22.0,4.0,482.0,19.0
Ernest Poku,NED,FW,AZ Alkmaar,Eredivisie,19,2004,7.4,324.0,6.0,33.0,118.0,182.0,41.0,324.0,38.0,12.0,31.6,24.0,63.2,213.0,1872.0,1114.0,39.0,28.0,21.0,27.0,13.0,237.0,76.0
Bram van Polen,NED,DF,Zwolle,Eredivisie,37,1985,29.5,1603.0,162.0,646.0,652.0,312.0,44.0,1603.0,12.0,6.0,50.0,6.0,50.0,711.0,3182.0,1661.0,30.0,15.0,4.0,34.0,4.0,838.0,97.0
Danny Post,NED,"MF,DF",Almere City,Eredivisie,34,1989,0.4,23.0,2.0,7.0,14.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,17.0,103.0,47.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0
Dirk Proper,NED,MF,NEC Nijmegen,Eredivisie,21,2002,25.5,1521.0,96.0,389.0,904.0,242.0,35.0,1521.0,36.0,22.0,61.1,13.0,36.1,815.0,4158.0,1820.0,25.0,30.0,4.0,39.0,24.0,998.0,36.0
Davy Pröpper,NED,MF,Vitesse,Eredivisie,31,1991,0.7,52.0,1.0,10.0,28.0,15.0,2.0,52.0,1.0,0.0,0.0,1.0,100.0,28.0,104.0,42.0,1.0,1.0,0.0,0.0,1.0,35.0,0.0
Robin Pröpper,NED,DF,Twente,Eredivisie,29,1993,30.5,2546.0,233.0,1108.0,1295.0,158.0,33.0,2546.0,10.0,4.0,40.0,5.0,50.0,1428.0,7081.0,3850.0,24.0,14.0,1.0,16.0,6.0,1719.0,16.0
Jeffrey Puriel,NED,FW,Almere City,Eredivisie,20,2002,0.3,8.0,0.0,1.0,1.0,6.0,2.0,8.0,1.0,0.0,0.0,1.0,100.0,6.0,32.0,6.0,1.0,0.0,1.0,0.0,2.0,6.0,1.0
Diant Ramaj,GER,GK,Ajax,Eredivisie,21,2001,20.3,1057.0,854.0,1047.0,10.0,0.0,0.0,1057.0,0.0,0.0,0.0,0.0,0.0,732.0,3559.0,1927.0,0.0,0.0,0.0,0.0,1.0,660.0,0.0
André Ramalho,BRA,DF,PSV Eindhoven,Eredivisie,31,1992,26.2,2569.0,212.0,886.0,1566.0,126.0,31.0,2569.0,6.0,3.0,50.0,1.0,16.7,1576.0,9438.0,6385.0,29.0,33.0,0.0,16.0,4.0,1831.0,4.0
Bart Ramselaar,NED,"FW,MF",Utrecht,Eredivisie,27,1996,4.5,192.0,6.0,24.0,82.0,90.0,16.0,192.0,10.0,2.0,20.0,7.0,70.0,120.0,814.0,451.0,16.0,9.0,4.0,7.0,1.0,133.0,31.0
Youri Regeer,NED,"DF,MF",Twente,Eredivisie,19,2003,19.5,1325.0,39.0,329.0,559.0,448.0,49.0,1325.0,27.0,14.0,51.9,8.0,29.6,617.0,3034.0,1339.0,37.0,20.0,11.0,34.0,13.0,800.0,130.0
